,car,price,body,mileage,engV,engType,registration,year,model,drive,engV_cat,age,age_Group,price_cat,mpy,mpy_cat
4503,Hyundai,13499.0,sedan,31.0,1.6,Petrol,yes,2013,Elantra,front,Low,3,1-3,Moderate,10.33,Moderate
4504,Lexus,39900.0,crossover,69.0,4.6,Gas,yes,2010,GX,full,High,6,3-6,Moderate,11.5,Moderate
4505,Toyota,42900.0,crossover,51.0,3.0,Diesel,yes,2013,Land Cruiser Prado,full,Moderate,3,1-3,Moderate,17.0,High
4506,Audi,42900.0,crossover,140.0,3.0,Diesel,yes,2013,Q7,full,Moderate,3,1-3,Moderate,46.67,Extreme
4507,Mercedes-Benz,8900.0,other,213.0,5.0,Other,yes,1999,CL 500,rear,High,17,10-29,Low,12.53,Moderate
4508,BMW,34900.0,crossover,110.0,4.4,Petrol,yes,2010,X6,full,High,6,3-6,Moderate,18.33,High
4509,Toyota,61990.0,crossover,68.0,4.5,Diesel,yes,2012,Land Cruiser 200,full,High,4,3-6,High,17.0,High
4510,Infiniti,39800.0,crossover,50.0,3.7,Petrol,yes,2014,QX70,full,Moderate,2,1-3,Moderate,25.0,High
4511,Toyota,20900.0,crossover,180.0,4.7,Gas,yes,2004,Land Cruiser 100,full,High,12,10-29,Moderate,15.0,Moderate
4512,BMW,44000.0,crossover,80.0,3.0,Diesel,yes,2012,X5,full,Moderate,4,3-6,Moderate,20.0,High
4513,Porsche,63500.0,crossover,56.0,3.0,Diesel,yes,2013,Cayenne,full,Moderate,3,1-3,High,18.67,High
4514,Daewoo,3700.0,sedan,149.0,1.5,Petrol,yes,2003,Lanos,front,Low,13,10-29,Low,11.46,Moderate
4515,BMW,60500.0,crossover,1.0,2.0,Diesel,yes,2016,X5,full,Low,0,0-1,High,0.0,Low
4516,Renault,6555.0,vagon,180.0,1.5,Diesel,yes,2005,Megane,front,Low,11,10-29,Low,16.36,High
4517,VAZ,2500.0,hatch,217.0,1.5,Petrol,yes,2002,21093,front,Low,14,10-29,Low,15.5,High
4518,Land Rover,43900.0,crossover,78.0,5.0,Petrol,yes,2011,Range Rover,full,High,5,3-6,Moderate,15.6,High
4519,Volkswagen,17650.0,sedan,110.0,1.8,Petrol,yes,2012,Passat B7,front,Low,4,3-6,Moderate,27.5,Extreme
4521,Audi,32000.0,sedan,103.0,2.0,Diesel,yes,2013,A6,front,Low,3,1-3,Moderate,34.33,Extreme
4522,Opel,5400.0,sedan,156.0,1.4,Petrol,yes,2006,Astra G,front,Low,10,6-10,Low,15.6,High
4523,Volkswagen,10200.0,sedan,129.0,2.0,Petrol,yes,2006,Passat B6,front,Low,10,6-10,Moderate,12.9,Moderate
4524,Opel,1899.0,vagon,259.0,2.0,Diesel,no,2002,Vectra B,front,Low,14,10-29,Low,18.5,High
4525,Hyundai,7000.0,sedan,115.0,1.5,Diesel,yes,2009,Accent,front,Low,7,6-10,Low,16.43,High
4526,Mercedes-Benz,11500.0,sedan,224.0,2.6,Gas,yes,2003,E-Class,rear,Moderate,13,10-29,Moderate,17.23,High
4527,BMW,8900.0,sedan,250.0,2.5,Petrol,yes,2000,525,rear,Moderate,16,10-29,Low,15.62,High
4528,Chery,5800.0,sedan,110.0,1.5,Gas,yes,2013,Amulet,front,Low,3,1-3,Low,36.67,Extreme
4529,Renault,11100.0,vagon,180.0,1.5,Diesel,yes,2012,Megane,front,Low,4,3-6,Moderate,45.0,Extreme
4530,VAZ,4600.0,vagon,133.0,1.6,Gas,yes,2011,2111,front,Low,5,3-6,Low,26.6,Extreme
4531,Nissan,13600.0,crossover,40.0,1.6,Petrol,yes,2011,Qashqai,front,Low,5,3-6,Moderate,8.0,Low
4532,Skoda,5300.0,hatch,129.0,1.4,Gas,yes,2002,Fabia,front,Low,14,10-29,Low,9.21,Low
4533,Audi,16700.0,vagon,131.0,2.0,Diesel,yes,2009,A4,front,Low,7,6-10,Moderate,18.71,High
4534,Volkswagen,1900.0,hatch,300.0,1.9,Diesel,no,1999,Golf IV,front,Low,17,10-29,Low,17.65,High
4536,Renault,8499.0,van,120.0,1.5,Diesel,yes,2014,Kangoo груз.,front,Low,2,1-3,Low,60.0,Extreme
4537,Mitsubishi,9200.0,sedan,92.0,2.0,Petrol,yes,2010,Lancer X,front,Low,6,3-6,Low,15.33,High
4538,Volkswagen,7300.0,hatch,117.0,1.4,Petrol,yes,2007,Polo,front,Low,9,6-10,Low,13.0,Moderate
4539,Ford,10500.0,van,35.0,1.8,Diesel,yes,2013,Transit Connect пасс.,front,Low,3,1-3,Moderate,11.67,Moderate
4540,Mercedes-Benz,2500.0,sedan,111.0,2.3,Gas,yes,1992,E-Class,rear,Moderate,24,10-29,Low,4.62,Low
4541,Volkswagen,12400.0,other,248.0,2.5,Diesel,yes,2007,T5 (Transporter) пасс.,front,Moderate,9,6-10,Moderate,27.56,Extreme
4542,VAZ,2400.0,sedan,167.0,1.5,Gas,yes,1997,21099,front,Low,19,10-29,Low,8.79,Low
4543,Audi,6100.0,sedan,305.0,1.6,Other,yes,1996,A4,front,Low,20,10-29,Low,15.25,High
4544,Skoda,11900.0,sedan,210.0,1.8,Petrol,yes,2008,Superb,front,Low,8,6-10,Moderate,26.25,Extreme
4546,Mitsubishi,6900.0,sedan,190.0,1.6,Gas,yes,2007,Lancer,front,Low,9,6-10,Low,21.11,High
4547,Volkswagen,8700.0,sedan,270.0,1.9,Diesel,yes,2009,Caddy пасс.,front,Low,7,6-10,Low,38.57,Extreme
4548,Mercedes-Benz,35500.0,other,99.0,2.99,Diesel,yes,2011,E-Class,rear,Moderate,5,3-6,Moderate,19.8,High
4549,Skoda,5300.0,vagon,200.0,1.2,Gas,yes,2006,Fabia,front,Low,10,6-10,Low,20.0,High
4550,Opel,5000.0,vagon,260.0,2.5,Diesel,yes,1997,Omega,rear,Moderate,19,10-29,Low,13.68,Moderate
4551,Opel,7800.0,van,260.0,2.5,Diesel,yes,2004,Vivaro груз.,front,Moderate,12,10-29,Low,21.67,High
4552,Ford,7000.0,van,600.0,2.4,Diesel,yes,2001,Transit пасс.,rear,Moderate,15,10-29,Low,40.0,Extreme
4553,Ford,20377.5,crossover,0.0,1.5,Petrol,yes,2016,Kuga,front,Low,0,0-1,Moderate,0.0,Low
4554,Chery,3700.0,hatch,70.0,1.1,Petrol,yes,2008,QQ,front,Low,8,6-10,Low,8.75,Low
4555,Smart,6750.0,other,20.0,1.0,Petrol,yes,2011,Fortwo,rear,Low,5,3-6,Low,4.0,Low
4556,Peugeot,18000.0,other,88.0,1.6,Petrol,yes,2010,RCZ,front,Low,6,3-6,Moderate,14.67,Moderate
4557,Mazda,1600.0,hatch,220.0,1.5,Petrol,no,1995,323,front,Low,21,10-29,Low,10.48,Moderate
4558,Skoda,7300.0,sedan,167.0,1.6,Petrol,yes,2007,Octavia Tour,front,Low,9,6-10,Low,18.56,High
4559,Mitsubishi,28800.0,crossover,100.0,3.2,Diesel,yes,2013,Pajero Wagon,full,Moderate,3,1-3,Moderate,33.33,Extreme
4560,Toyota,9800.0,sedan,123.0,1.6,Petrol,yes,2008,Corolla,front,Low,8,6-10,Low,15.38,High
4561,VAZ,1500.0,sedan,23.0,1.3,Petrol,yes,1985,2106,rear,Low,31,30+,Low,0.74,Low
4562,Nissan,12250.0,crossover,240.0,3.0,Diesel,yes,2003,Patrol,full,Moderate,13,10-29,Moderate,18.46,High
4563,Citroen,7700.0,hatch,83.0,1.6,Gas,yes,2008,C4,front,Low,8,6-10,Low,10.38,Moderate
4564,Toyota,15400.0,sedan,152.0,3.5,Gas,yes,2007,Avalon,front,Moderate,9,6-10,Moderate,16.89,High
4565,Opel,8700.0,sedan,180.0,2.2,Gas,yes,2006,Vectra C,front,Moderate,10,6-10,Low,18.0,High
4566,Hyundai,17500.0,vagon,3.0,1.6,Diesel,yes,2014,i30,front,Low,2,1-3,Moderate,1.5,Low
4567,Renault,11600.0,vagon,165.0,1.5,Diesel,yes,2012,Megane,front,Low,4,3-6,Moderate,41.25,Extreme
4568,Volkswagen,4000.0,hatch,105.0,2.0,Other,yes,2013,Golf VII,front,Low,3,1-3,Low,35.0,Extreme
4569,Opel,1400.0,sedan,430.0,1.6,Petrol,yes,1987,Kadett,front,Low,29,10-29,Low,14.83,Moderate
4570,Peugeot,6300.0,van,270.0,2.0,Diesel,yes,2005,Expert пасс.,front,Low,11,10-29,Low,24.55,High
4571,Mercedes-Benz,6100.0,sedan,300.0,3.2,Diesel,no,2004,E-Class,rear,Moderate,12,10-29,Low,25.0,High
4572,Kia,7150.0,hatch,920.0,1.4,Petrol,yes,2008,Ceed,front,Low,8,6-10,Low,115.0,Extreme
4573,VAZ,4200.0,hatch,57.0,1.4,Gas,yes,2010,1119,front,Low,6,3-6,Low,9.5,Low
4574,Volkswagen,10300.0,other,215.0,1.9,Other,yes,2007,T5 (Transporter) пасс.,front,Low,9,6-10,Moderate,23.89,High
4575,Chevrolet,6850.0,vagon,116.0,1.8,Gas,yes,2006,Lacetti,front,Low,10,6-10,Low,11.6,Moderate
4576,Hyundai,6500.0,sedan,65.0,1.4,Petrol,yes,2008,Accent,front,Low,8,6-10,Low,8.12,Low
4577,ZAZ,7000.0,sedan,30.0,1.5,Petrol,yes,2013,Vida,front,Low,3,1-3,Low,10.0,Low
4578,Audi,11115.0,hatch,150.0,1.6,Petrol,yes,2008,A3,front,Low,8,6-10,Moderate,18.75,High
4579,Volkswagen,5400.0,other,314.0,2.4,Diesel,yes,1993,T4 (Transporter) пасс.,front,Moderate,23,10-29,Low,13.65,Moderate
4580,Mazda,8500.0,sedan,138.0,1.8,Gas,yes,2005,6,front,Low,11,10-29,Low,12.55,Moderate
4581,Citroen,6500.0,van,127.0,1.4,Diesel,yes,2008,Nemo пасс.,front,Low,8,6-10,Low,15.88,High
4582,Toyota,14700.0,vagon,98.0,2.0,Gas,yes,2008,Rav 4,full,Low,8,6-10,Moderate,12.25,Moderate
4583,Audi,4800.0,other,207.0,2.0,Petrol,yes,2002,A4,front,Low,14,10-29,Low,14.79,Moderate
4584,Volkswagen,2300.0,hatch,320.0,1.6,Gas,yes,1989,Golf II,front,Low,27,10-29,Low,11.85,Moderate
4585,VAZ,2800.0,sedan,153.0,1.6,Other,yes,2007,2110,front,Low,9,6-10,Low,17.0,High
4586,Lexus,42900.0,crossover,2.0,2.7,Petrol,yes,2014,RX 270,front,Moderate,2,1-3,Moderate,1.0,Low
4587,Mercedes-Benz,13600.0,sedan,115.0,2.6,Petrol,yes,2007,C-Class,rear,Moderate,9,6-10,Moderate,12.78,Moderate
4588,Mitsubishi,7500.0,sedan,79.0,1.6,Gas,yes,2008,Lancer,front,Low,8,6-10,Low,9.88,Low
4589,Audi,3200.0,vagon,244.0,2.0,Other,no,2006,A4,front,Low,10,6-10,Low,24.4,High
4590,BMW,45000.0,sedan,29.0,2.0,Diesel,yes,2016,520,rear,Low,0,0-1,Moderate,0.0,Low
4591,Mercedes-Benz,4500.0,sedan,240.0,3.2,Other,no,2005,C-Class,rear,Moderate,11,10-29,Low,21.82,High
4592,Honda,20000.0,sedan,130.0,2.4,Petrol,yes,2009,Accord,front,Moderate,7,6-10,Moderate,18.57,High
4593,Audi,52000.0,other,124.0,3.0,Diesel,yes,2012,A8,full,Moderate,4,3-6,High,31.0,Extreme
4594,Fiat,8300.0,van,149.0,1.6,Diesel,yes,2012,Scudo груз.,front,Low,4,3-6,Low,37.25,Extreme
4595,Volkswagen,8950.0,van,206.0,1.6,Diesel,yes,2012,Caddy груз.,front,Low,4,3-6,Low,51.5,Extreme
4596,Daewoo,3800.0,sedan,140.0,1.5,Petrol,yes,2007,Lanos,front,Low,9,6-10,Low,15.56,High
4598,Skoda,5300.0,vagon,175.0,1.4,Gas,yes,2002,Fabia,front,Low,14,10-29,Low,12.5,Moderate
4599,Kia,8300.0,hatch,93.0,1.6,Petrol,yes,2008,Ceed,front,Low,8,6-10,Low,11.62,Moderate
4600,Nissan,1450.0,hatch,205.0,2.0,Diesel,yes,1991,Sunny,front,Low,25,10-29,Low,8.2,Low
4601,Opel,9600.0,van,190.0,2.0,Diesel,yes,2007,Vivaro пасс.,front,Low,9,6-10,Low,21.11,High
4602,Toyota,15500.0,crossover,130.0,2.0,Petrol,yes,2008,Rav 4,full,Low,8,6-10,Moderate,16.25,High
4603,VAZ,3400.0,other,133.0,1.6,Petrol,yes,2007,2115,front,Low,9,6-10,Low,14.78,Moderate
4604,ZAZ,1250.0,hatch,1.0,1.2,Petrol,yes,2004,1103 Славута,front,Low,12,10-29,Low,0.08,Low
4605,Mercedes-Benz,6000.0,van,300.0,2.3,Diesel,yes,1996,Vito пасс.,front,Moderate,20,10-29,Low,15.0,Moderate
4606,Skoda,23000.0,sedan,32.0,1.8,Petrol,yes,2013,Superb,front,Low,3,1-3,Moderate,10.67,Moderate
4607,Mercedes-Benz,17200.0,sedan,180.0,3.0,Diesel,yes,2006,320,full,Moderate,10,6-10,Moderate,18.0,High
4608,BMW,25000.0,crossover,130.0,3.0,Diesel,yes,2012,X5,full,Moderate,4,3-6,Moderate,32.5,Extreme
4609,Kia,21500.0,crossover,150.0,2.2,Diesel,yes,2011,Sorento,front,Moderate,5,3-6,Moderate,30.0,Extreme
4610,Mercedes-Benz,1999.0,sedan,400.0,2.2,Diesel,no,2000,200,front,Moderate,16,10-29,Low,25.0,High
4611,Mercedes-Benz,27300.0,crossover,149.0,5.46,Petrol,yes,2009,ML 550,full,High,7,6-10,Moderate,21.29,High
4612,Mitsubishi,16950.0,crossover,135.0,3.0,Gas,yes,2008,Pajero Wagon,full,Moderate,8,6-10,Moderate,16.88,High
4613,Renault,7299.0,sedan,160.0,2.0,Petrol,yes,2007,Megane,front,Low,9,6-10,Low,17.78,High
4614,Seat,8700.0,sedan,68.0,2.0,Petrol,yes,2007,Cordoba,front,Low,9,6-10,Low,7.56,Low
4616,VAZ,4300.0,other,51.0,1.6,Petrol,yes,2012,2110,front,Low,4,3-6,Low,12.75,Moderate
4617,VAZ,4850.0,other,35.0,1.6,Petrol,yes,2013,2114,front,Low,3,1-3,Low,11.67,Moderate
4619,Daewoo,3300.0,sedan,176.0,1.5,Gas,yes,2008,Lanos,front,Low,8,6-10,Low,22.0,High
4620,Nissan,15000.0,sedan,92.0,3.5,Petrol,yes,2008,Teana,front,Moderate,8,6-10,Moderate,11.5,Moderate
4621,Volkswagen,13950.0,hatch,104.0,1.2,Petrol,yes,2012,Golf Plus,front,Low,4,3-6,Moderate,26.0,Extreme
4622,Volkswagen,7400.0,sedan,178.0,1.8,Gas,yes,2001,Passat B5,front,Low,15,10-29,Low,11.87,Moderate
4623,Fiat,5500.0,van,240.0,2.0,Diesel,yes,2003,Scudo пасс.,front,Low,13,10-29,Low,18.46,High
4624,VAZ,2200.0,sedan,45.0,1.6,Petrol,yes,1992,2109,front,Low,24,10-29,Low,1.88,Low
4625,Mercedes-Benz,13566.0,other,171.0,2.2,Other,no,2011,Vito пасс.,rear,Moderate,5,3-6,Moderate,34.2,Extreme
4626,Infiniti,42500.0,crossover,42.0,3.7,Petrol,yes,2013,FX 37,full,Moderate,3,1-3,Moderate,14.0,Moderate
4627,Mitsubishi,8500.0,crossover,320.0,3.0,Gas,yes,2000,Pajero Sport,full,Moderate,16,10-29,Low,20.0,High
4628,VAZ,2900.0,sedan,160.0,1.6,Petrol,yes,2005,2110,front,Low,11,10-29,Low,14.55,Moderate
4629,Infiniti,42500.0,crossover,42.0,3.7,Petrol,yes,2013,QX70,full,Moderate,3,1-3,Moderate,14.0,Moderate
4630,VAZ,5200.0,sedan,27.0,1.6,Petrol,yes,2011,2110,front,Low,5,3-6,Low,5.4,Low
4631,Volkswagen,3000.0,vagon,275.0,1.9,Diesel,no,2001,Passat B5,front,Low,15,10-29,Low,18.33,High
4632,VAZ,3800.0,sedan,150.0,1.6,Petrol,yes,2008,2110,front,Low,8,6-10,Low,18.75,High
4633,Audi,5300.0,other,370.0,1.8,Petrol,yes,1997,A6,front,Low,19,10-29,Low,19.47,High
4634,Audi,88277.0,sedan,2.0,3.0,Diesel,yes,2015,A8,full,Moderate,1,0-1,High,2.0,Low
4635,Mazda,8400.0,sedan,163.0,2.0,Gas,yes,2005,3,front,Low,11,10-29,Low,14.82,Moderate
4636,Volkswagen,1500.0,sedan,265.0,1.8,Petrol,yes,1988,Jetta,front,Low,28,10-29,Low,9.46,Low
4637,Chevrolet,11300.0,sedan,75.0,1.8,Other,yes,2013,Cruze,front,Low,3,1-3,Moderate,25.0,High
4638,Daewoo,4900.0,sedan,25.0,1.3,Petrol,yes,2014,Sens,front,Low,2,1-3,Low,12.5,Moderate
4639,Seat,7100.0,hatch,109.0,2.0,Petrol,yes,2008,Ibiza,front,Low,8,6-10,Low,13.62,Moderate
4640,Subaru,13700.0,crossover,85.0,2.5,Petrol,yes,2008,Forester,full,Moderate,8,6-10,Moderate,10.62,Moderate
4641,Mercedes-Benz,7300.0,sedan,245.0,2.8,Gas,yes,1998,E-Class,rear,Moderate,18,10-29,Low,13.61,Moderate
4642,ZAZ,2350.0,sedan,85.0,1.2,Petrol,yes,2008,1103 Славута,front,Low,8,6-10,Low,10.62,Moderate
4643,Opel,5200.0,sedan,202.0,3.2,Petrol,yes,2004,Vectra C,front,Moderate,12,10-29,Low,16.83,High
4644,Toyota,8900.0,sedan,154.0,1.6,Gas,yes,2008,Corolla,front,Low,8,6-10,Low,19.25,High
4645,Porsche,19500.0,crossover,87.0,4.5,Gas,yes,2006,Cayenne,full,High,10,6-10,Moderate,8.7,Low
4646,Daewoo,4000.0,hatch,125.0,1.5,Petrol,yes,2007,Lanos,front,Low,9,6-10,Low,13.89,Moderate
4647,Lexus,12500.0,vagon,127.0,3.0,Gas,yes,2002,RX 300,full,Moderate,14,10-29,Moderate,9.07,Low
4648,Opel,6800.0,sedan,250.0,3.2,Gas,yes,2004,Vectra C,front,Moderate,12,10-29,Low,20.83,High
4649,Opel,5600.0,hatch,320.0,2.5,Gas,yes,1997,Vectra B,front,Moderate,19,10-29,Low,16.84,High
4650,Toyota,6950.0,sedan,192.0,2.0,Petrol,yes,2003,Avensis,front,Low,13,10-29,Low,14.77,Moderate
4651,Mercedes-Benz,15200.0,sedan,170.0,2.8,Gas,yes,2007,E-Class,full,Moderate,9,6-10,Moderate,18.89,High
4652,VAZ,3100.0,sedan,70.0,1.5,Petrol,yes,1990,2106,rear,Low,26,10-29,Low,2.69,Low
4653,Daewoo,4500.0,sedan,126.0,1.6,Petrol,yes,2005,Lanos,front,Low,11,10-29,Low,11.45,Moderate
4654,Renault,10800.0,van,187.0,2.0,Diesel,yes,2012,Trafic груз.,front,Low,4,3-6,Moderate,46.75,Extreme
4655,Peugeot,6900.0,van,247.0,1.6,Diesel,yes,2007,Expert пасс.,front,Low,9,6-10,Low,27.44,Extreme
4656,Mercedes-Benz,22700.0,sedan,140.0,5.0,Petrol,yes,2007,S 500,rear,High,9,6-10,Moderate,15.56,High
4657,BMW,45500.0,other,26.0,2.0,Diesel,yes,2015,520,rear,Low,1,0-1,Moderate,26.0,Extreme
4658,Skoda,12800.0,sedan,160.0,1.9,Diesel,yes,2010,Octavia A5,front,Low,6,3-6,Moderate,26.67,Extreme
4659,Volkswagen,1199.0,hatch,250.0,1.9,Diesel,no,1994,Golf III,front,Low,22,10-29,Low,11.36,Moderate
4660,Chery,4100.0,sedan,21.0,1.3,Petrol,yes,2009,Jaggi,front,Low,7,6-10,Low,3.0,Low
4661,Toyota,11600.0,hatch,24.0,1.6,Petrol,yes,2009,Auris,front,Low,7,6-10,Moderate,3.43,Low
4662,Mercedes-Benz,38500.0,sedan,56.0,2.2,Diesel,yes,2014,CLA-Class,front,Moderate,2,1-3,Moderate,28.0,Extreme
4663,Audi,1852.5,sedan,150.0,1.8,Petrol,yes,1985,80,full,Low,31,30+,Low,4.84,Low
4664,Dacia,6600.0,sedan,9.0,1.4,Petrol,yes,2008,Logan,front,Low,8,6-10,Low,1.12,Low
4665,Land Rover,31500.0,crossover,100.0,2.2,Diesel,yes,2013,Freelander,full,Moderate,3,1-3,Moderate,33.33,Extreme
4666,Mazda,6999.0,sedan,195.0,2.0,Gas,yes,2005,6,front,Low,11,10-29,Low,17.73,High
4667,Volkswagen,11250.0,other,159.0,1.4,Petrol,yes,2010,Golf VI,front,Low,6,3-6,Moderate,26.5,Extreme
4668,Nissan,2300.0,hatch,1.0,1.4,Other,yes,1992,Sunny,front,Low,24,10-29,Low,0.04,Low
4669,Lexus,32500.0,sedan,110.0,4.6,Petrol,yes,2010,LS 460,full,High,6,3-6,Moderate,18.33,High
4671,Renault,5100.0,vagon,156.0,1.5,Diesel,yes,2006,Kangoo пасс.,front,Low,10,6-10,Low,15.6,High
4672,Skoda,8499.0,sedan,132.0,1.6,Petrol,yes,2005,Octavia A5,front,Low,11,10-29,Low,12.0,Moderate
4673,Peugeot,6199.0,vagon,250.0,1.6,Petrol,yes,2003,307,front,Low,13,10-29,Low,19.23,High
4674,Citroen,5500.0,hatch,71.0,1.4,Petrol,yes,2004,C3,front,Low,12,10-29,Low,5.92,Low
4675,VAZ,4450.0,sedan,138.0,1.6,Gas,yes,2011,2110,front,Low,5,3-6,Low,27.6,Extreme
4676,Skoda,7300.0,sedan,263.0,1.8,Gas,yes,2004,Superb,front,Low,12,10-29,Low,21.92,High
4677,Volkswagen,1550.0,hatch,130.0,1.3,Petrol,yes,1986,Golf II,front,Low,30,10-29,Low,4.33,Low
4678,Ford,1900.0,hatch,350.0,2.0,Petrol,yes,1986,Scorpio,rear,Low,30,10-29,Low,11.67,Moderate
4679,Hyundai,11300.0,sedan,40.0,1.6,Other,yes,2012,Accent,front,Low,4,3-6,Moderate,10.0,Low
4680,Toyota,22900.0,crossover,132.0,2.7,Gas,yes,2012,Venza,full,Moderate,4,3-6,Moderate,33.0,Extreme
4681,Daewoo,3300.0,sedan,123.0,1.3,Petrol,yes,2005,Sens,rear,Low,11,10-29,Low,11.18,Moderate
4683,Subaru,8800.0,sedan,203.0,2.5,Petrol,yes,2005,Legacy,full,Moderate,11,10-29,Low,18.45,High
4684,Volkswagen,7500.0,sedan,280.0,1.8,Other,yes,2005,Passat B5,front,Low,11,10-29,Low,25.45,Extreme
4685,Volkswagen,9800.0,van,299.0,2.5,Diesel,yes,2002,T4 (Transporter) пасс.,full,Moderate,14,10-29,Low,21.36,High
4686,Volkswagen,4800.0,hatch,90.0,1.9,Diesel,yes,1992,Golf III,front,Low,24,10-29,Low,3.75,Low
4687,Jaguar,19250.0,sedan,137.0,3.0,Petrol,yes,2009,XF,rear,Moderate,7,6-10,Moderate,19.57,High
4688,Audi,3500.0,sedan,265.0,2.0,Diesel,yes,1986,100,front,Low,30,10-29,Low,8.83,Low
4689,Nissan,4800.0,sedan,300.0,2.0,Petrol,yes,1995,Maxima,front,Low,21,10-29,Low,14.29,Moderate
4690,Volkswagen,7400.0,van,380.0,2.5,Diesel,yes,2000,T4 (Transporter) пасс.,front,Moderate,16,10-29,Low,23.75,High
4691,Opel,5650.0,sedan,285.0,1.6,Petrol,yes,2001,Astra G,front,Low,15,10-29,Low,19.0,High
4692,Opel,5700.0,van,253.0,1.7,Diesel,yes,2003,Combo пасс.,front,Low,13,10-29,Low,19.46,High
4693,Citroen,12500.0,van,120.0,1.6,Diesel,yes,2013,Berlingo пасс.,front,Low,3,1-3,Moderate,40.0,Extreme
4694,Citroen,4600.0,van,92.0,1.36,Petrol,yes,2010,Nemo груз.,front,Low,6,3-6,Low,15.33,High
4695,Nissan,9000.0,crossover,365.0,3.3,Gas,yes,1999,Pathfinder,full,Moderate,17,10-29,Low,21.47,High
4696,Daewoo,3599.0,sedan,137.0,1.3,Petrol,yes,2005,Sens,front,Low,11,10-29,Low,12.45,Moderate
4697,Mitsubishi,5900.0,sedan,142.0,1.6,Gas,yes,2005,Lancer,front,Low,11,10-29,Low,12.91,Moderate
4698,Volkswagen,17900.0,van,188.0,2.5,Diesel,yes,2008,Multivan,full,Moderate,8,6-10,Moderate,23.5,High
4699,Peugeot,7700.0,sedan,190.0,2.0,Gas,yes,2007,407,front,Low,9,6-10,Low,21.11,High
4700,Hyundai,7150.0,sedan,60.0,1.4,Petrol,yes,2010,Accent,front,Low,6,3-6,Low,10.0,Low
4701,Skoda,12900.0,sedan,91.0,1.8,Petrol,yes,2012,Octavia A5,front,Low,4,3-6,Moderate,22.75,High
4702,Nissan,12500.0,hatch,7.0,1.2,Petrol,yes,2015,Micra,front,Low,1,0-1,Moderate,7.0,Low
4703,Toyota,21800.0,crossover,170.0,4.0,Gas,yes,2006,Land Cruiser Prado,full,Moderate,10,6-10,Moderate,17.0,High
4704,Mercedes-Benz,30000.0,crossover,97.0,2.14,Diesel,yes,2011,ML 250,full,Moderate,5,3-6,Moderate,19.4,High
4706,Opel,7950.0,sedan,180.0,2.2,Other,yes,2007,Vectra C,front,Moderate,9,6-10,Low,20.0,High
4707,ZAZ,1050.0,sedan,130.0,1.2,Gas,yes,2005,1102 Таврия,front,Low,11,10-29,Low,11.82,Moderate
4708,Volkswagen,10200.0,vagon,186.0,2.0,Diesel,yes,2005,Passat B6,front,Low,11,10-29,Moderate,16.91,High
4709,Lexus,17800.0,sedan,150.0,3.5,Petrol,yes,2007,ES 350,front,Moderate,9,6-10,Moderate,16.67,High
4710,Audi,1900.0,sedan,450.0,2.5,Diesel,no,1996,A6,front,Moderate,20,10-29,Low,22.5,High
4711,Opel,4300.0,sedan,1.0,2.0,Gas,yes,1995,Omega,rear,Low,21,10-29,Low,0.05,Low
4712,Audi,4299.0,sedan,307.0,2.8,Gas,yes,1991,100,full,Moderate,25,10-29,Low,12.28,Moderate
4713,Mercedes-Benz,14900.0,van,211.0,2.2,Other,yes,2012,Vito груз.,rear,Moderate,4,3-6,Moderate,52.75,Extreme
4714,Ford,7000.0,van,163.0,1.8,Diesel,yes,2007,Transit Connect пасс.,front,Low,9,6-10,Low,18.11,High
4715,Mercedes-Benz,85000.0,sedan,36.0,5.5,Petrol,yes,2014,CLS 63 AMG,rear,High,2,1-3,High,18.0,High
4716,Renault,12000.0,sedan,81.0,2.0,Petrol,yes,2012,Fluence,front,Low,4,3-6,Moderate,20.25,High
4717,Toyota,23500.0,sedan,75.0,2.5,Gas,yes,2011,Camry,front,Moderate,5,3-6,Moderate,15.0,Moderate
4718,Toyota,14400.0,sedan,80.0,2.4,Petrol,yes,2008,Camry,front,Moderate,8,6-10,Moderate,10.0,Low
4719,Mitsubishi,9200.0,sedan,115.0,2.0,Petrol,yes,2008,Lancer X,front,Low,8,6-10,Low,14.38,Moderate
4720,Mitsubishi,19000.0,crossover,47.0,2.0,Petrol,yes,2012,ASX,full,Low,4,3-6,Moderate,11.75,Moderate
4721,VAZ,2450.0,sedan,15.0,1.5,Petrol,yes,2005,2107,rear,Low,11,10-29,Low,1.36,Low
4722,Mercedes-Benz,5300.0,sedan,380.0,3.0,Diesel,yes,1995,E-Class,rear,Moderate,21,10-29,Low,18.1,High
4723,Volkswagen,13700.0,van,222.0,2.0,Diesel,yes,2011,T5 (Transporter) груз,front,Low,5,3-6,Moderate,44.4,Extreme
4724,Smart,7300.0,other,165.0,1.0,Diesel,yes,2007,Fortwo,rear,Low,9,6-10,Low,18.33,High
4726,Volkswagen,4999.0,sedan,145.0,2.0,Petrol,yes,2000,Jetta,front,Low,16,10-29,Low,9.06,Low
4727,Volkswagen,4900.0,vagon,263.0,2.0,Diesel,no,2007,Passat B6,front,Low,9,6-10,Low,29.22,Extreme
4728,Lexus,16500.0,crossover,215.0,3.0,Petrol,yes,2006,RX 300,full,Moderate,10,6-10,Moderate,21.5,High
4729,Nissan,10500.0,hatch,41.0,1.2,Petrol,yes,2013,Micra,front,Low,3,1-3,Moderate,13.67,Moderate
